order_id,user_id,product_id,product_name,category,brand,price,quantity,order_date,order_status
2104,646,70,Bedsheet Set,Home & Kitchen,Bajaj,1027.83,1,2026-03-19,Delivered
2105,725,85,Biography,Books,Scholastic,418.16,1,2025-12-04,Delivered
2106,1475,26,Men's T-Shirt,Fashion,Nike,3033.87,1,2026-01-20,Delivered
2107,1724,114,Yoga Mat,Sports & Fitness,Adidas,3497.78,1,2024-03-28,Delivered
2108,535,33,Running Shoes,Fashion,Roadster,2058.5,2,2025-07-06,Returned
2109,315,129,Resistance Band Set,Sports & Fitness,Yonex,3906.74,2,2026-06-05,Delivered
2110,1635,29,Women's Kurta,Fashion,Allen Solly,3075.29,2,2025-11-24,Shipped
2111,620,124,Football,Sports & Fitness,Nivia,3548.94,1,2026-01-20,Delivered
2112,1699,54,Non-Stick Pan Set,Home & Kitchen,Philips,11477.0,2,2025-09-20,Delivered
2113,1144,25,Men's T-Shirt,Fashion,Allen Solly,1981.45,1,2025-06-09,Delivered
2114,697,75,Fiction Novel,Books,Bloomsbury,963.03,1,2025-07-07,Returned
2115,684,92,Face Wash,Beauty & Personal Care,Plum,1876.82,1,2025-10-31,Cancelled
2116,1109,83,Children's Story Book,Books,Penguin,728.52,2,2025-12-19,Delivered
2117,829,5,Bluetooth Earbuds,Electronics,boAt,66776.32,1,2026-01-30,Delivered
2118,1349,44,Handbag,Fashion,Van Heusen,2002.34,3,2025-09-27,Returned
2119,1306,96,Sunscreen SPF50,Beauty & Personal Care,Plum,337.36,1,2026-07-15,Delivered
2120,326,90,Business Book,Books,Rupa Publications,106.76,1,2026-08-17,Delivered
2121,1494,104,Lipstick,Beauty & Personal Care,Dove,543.81,3,2026-02-03,Delivered
2122,353,49,Mixer Grinder,Home & Kitchen,Havells,7758.53,1,2025-09-06,Delivered
2123,27,44,Handbag,Fashion,Van Heusen,4025.72,1,2025-07-29,Delivered
2124,589,45,Handbag,Fashion,Allen Solly,3090.9,2,2025-09-17,Delivered
2125,1342,44,Handbag,Fashion,Van Heusen,4206.93,1,2025-05-30,Delivered
2126,817,88,Business Book,Books,Penguin,844.23,1,2025-10-23,Delivered
2127,882,123,Badminton Racket,Sports & Fitness,Decathlon,5883.49,1,2025-12-01,Delivered
2128,475,13,Laptop,Electronics,Sony,66568.29,1,2025-10-17,Delivered
2129,760,46,Sunglasses,Fashion,H&M,931.0,1,2026-01-15,Delivered
2130,178,57,Air Fryer,Home & Kitchen,Pigeon,5123.6,1,2026-05-13,Delivered
2131,1977,37,Formal Shirt,Fashion,Van Heusen,2467.6,1,2026-05-05,Delivered
2132,576,108,Trimmer,Beauty & Personal Care,Lakme,2101.74,1,2025-05-17,Pending
2133,1783,56,Air Fryer,Home & Kitchen,Prestige,9285.07,2,2025-09-03,Delivered
2134,31,119,Dumbbell Set 10kg,Sports & Fitness,Adidas,1378.56,1,2026-01-29,Delivered
2135,1692,38,Formal Shirt,Fashion,Levis,4328.73,1,2025-06-06,Delivered
2136,1777,106,Trimmer,Beauty & Personal Care,Mamaearth,418.47,1,2026-03-26,Cancelled
2137,531,24,Neckband Earphones,Electronics,Realme,86876.79,1,2025-02-04,Shipped
2138,1466,71,Bedsheet Set,Home & Kitchen,Pigeon,11723.08,1,2026-06-23,Shipped
2139,403,121,Badminton Racket,Sports & Fitness,Cosco,4676.75,1,2026-07-25,Delivered
2140,1948,9,Smartwatch,Electronics,boAt,38440.49,1,2025-06-02,Cancelled
2141,1238,12,LED TV 43-inch,Electronics,JBL,73835.02,2,2025-07-26,Cancelled
2142,970,88,Business Book,Books,Penguin,189.08,1,2025-03-17,Delivered
2143,178,127,Resistance Band Set,Sports & Fitness,Nivia,4413.11,1,2026-02-25,Delivered
2144,1429,44,Handbag,Fashion,Van Heusen,1648.05,1,2024-10-21,Delivered
2145,1581,128,Resistance Band Set,Sports & Fitness,Decathlon,1342.88,1,2025-10-28,Delivered
2146,687,129,Resistance Band Set,Sports & Fitness,Yonex,5801.62,1,2026-02-03,Delivered
2147,1559,43,Handbag,Fashion,Biba,1986.0,1,2026-07-26,Delivered
2148,1527,36,Denim Jeans,Fashion,Puma,2263.7,1,2025-02-17,Delivered
2149,958,112,Yoga Mat,Sports & Fitness,Nivia,5189.81,1,2024-10-10,Delivered
2150,1961,59,Table Lamp,Home & Kitchen,Havells,6634.96,1,2024-09-18,Returned
2151,987,69,Wall Clock,Home & Kitchen,Philips,2472.36,1,2026-01-03,Delivered
2152,658,5,Bluetooth Earbuds,Electronics,boAt,75301.43,1,2026-01-25,Cancelled
2153,977,68,Wall Clock,Home & Kitchen,Havells,8816.51,1,2025-08-24,Delivered
2154,1327,25,Men's T-Shirt,Fashion,Allen Solly,1678.92,1,2025-10-30,Shipped
2155,1071,55,Air Fryer,Home & Kitchen,Bajaj,6076.21,1,2025-01-15,Delivered
2156,1111,90,Business Book,Books,Rupa Publications,889.62,1,2026-01-09,Delivered
2157,958,100,Body Lotion,Beauty & Personal Care,The Man Company,1923.29,1,2024-08-17,Shipped
2158,1846,18,Power Bank 10000mAh,Electronics,Sony,33601.68,1,2026-05-29,Delivered
2159,1064,9,Smartwatch,Electronics,boAt,84502.71,1,2025-04-24,Delivered
2160,1425,29,Women's Kurta,Fashion,Allen Solly,351.14,1,2024-10-02,Delivered
2161,1429,99,Hair Serum,Beauty & Personal Care,Plum,197.02,4,2025-06-28,Delivered
2162,1542,9,Smartwatch,Electronics,boAt,30900.51,1,2026-03-24,Delivered
2163,910,109,Perfume,Beauty & Personal Care,The Man Company,1540.53,1,2025-01-20,Delivered
2164,990,55,Air Fryer,Home & Kitchen,Bajaj,532.73,1,2026-06-19,Delivered
2165,1818,35,Denim Jeans,Fashion,Van Heusen,1159.27,1,2026-04-08,Delivered
2166,1757,72,Bedsheet Set,Home & Kitchen,Prestige,10144.29,1,2025-07-13,Delivered
2167,926,111,Perfume,Beauty & Personal Care,Plum,922.38,1,2025-08-06,Delivered
2168,1225,12,LED TV 43-inch,Electronics,JBL,35338.21,2,2026-02-10,Delivered
2169,419,44,Handbag,Fashion,Van Heusen,3571.97,1,2025-02-24,Returned
2170,1032,103,Lipstick,Beauty & Personal Care,The Man Company,205.57,2,2026-01-11,Cancelled
2171,1306,78,Self-Help Book,Books,HarperCollins,612.9,1,2026-06-22,Delivered
2172,933,109,Perfume,Beauty & Personal Care,The Man Company,1946.74,2,2024-04-17,Delivered
2173,823,114,Yoga Mat,Sports & Fitness,Adidas,401.23,1,2025-11-28,Delivered
2174,126,103,Lipstick,Beauty & Personal Care,The Man Company,1942.06,1,2026-01-15,Shipped
2175,1836,122,Badminton Racket,Sports & Fitness,Yonex,1502.27,2,2026-03-22,Delivered
2176,1571,21,Bluetooth Speaker,Electronics,Apple,60822.03,1,2026-02-26,Delivered
2177,328,40,Casual Sneakers,Fashion,Levis,2266.79,1,2025-07-24,Returned
2178,418,60,Table Lamp,Home & Kitchen,Pigeon,6160.54,1,2026-01-21,Shipped
2179,13,79,Competitive Exam Guide,Books,Scholastic,648.67,1,2025-08-24,Delivered
2180,324,61,Water Bottle Set,Home & Kitchen,Philips,12648.07,1,2024-02-08,Delivered
2181,1962,5,Bluetooth Earbuds,Electronics,boAt,10874.56,1,2025-03-16,Delivered
2182,858,46,Sunglasses,Fashion,H&M,597.49,1,2025-09-17,Delivered
2183,389,42,Casual Sneakers,Fashion,Biba,4804.37,1,2024-12-22,Delivered
2184,1050,63,Water Bottle Set,Home & Kitchen,Cello,10598.47,1,2026-07-11,Cancelled
2185,1421,20,Bluetooth Speaker,Electronics,Xiaomi,42358.03,1,2026-05-07,Delivered
2186,1029,2,Smartphone,Electronics,Apple,35262.72,1,2026-03-11,Delivered
2187,1359,88,Business Book,Books,Penguin,893.73,1,2026-04-19,Returned
2188,1554,14,Laptop,Electronics,Xiaomi,9982.69,1,2026-04-06,Delivered
2189,1582,37,Formal Shirt,Fashion,Van Heusen,4534.89,1,2025-09-25,Delivered
2190,4,12,LED TV 43-inch,Electronics,JBL,11006.84,1,2025-04-01,Delivered
2191,320,77,Self-Help Book,Books,Scholastic,137.28,2,2025-05-26,Delivered
2192,1051,17,Power Bank 10000mAh,Electronics,Samsung,41319.13,1,2026-06-27,Delivered
2193,1231,45,Handbag,Fashion,Allen Solly,3360.03,2,2026-05-10,Cancelled
2194,1726,8,Smartwatch,Electronics,OnePlus,59716.79,1,2025-08-19,Delivered
2195,1040,87,Biography,Books,Bloomsbury,955.27,1,2025-11-14,Delivered
2196,1293,108,Trimmer,Beauty & Personal Care,Lakme,1417.62,1,2026-03-11,Delivered
2197,231,99,Hair Serum,Beauty & Personal Care,Plum,2166.66,1,2026-08-17,Delivered
2198,803,9,Smartwatch,Electronics,boAt,48109.23,2,2024-08-18,Delivered
2199,246,45,Handbag,Fashion,Allen Solly,4972.05,1,2025-06-29,Delivered
2200,1808,56,Air Fryer,Home & Kitchen,Prestige,4406.31,1,2025-11-17,Delivered
2201,377,125,Football,Sports & Fitness,Cosco,6318.93,1,2026-04-11,Delivered
2202,1529,37,Formal Shirt,Fashion,Van Heusen,1700.81,1,2025-06-14,Delivered
2203,836,24,Neckband Earphones,Electronics,Realme,84538.89,1,2026-06-26,Delivered
2204,746,69,Wall Clock,Home & Kitchen,Philips,7514.92,1,2025-03-23,Cancelled
2205,1443,97,Hair Serum,Beauty & Personal Care,Lakme,1674.21,1,2025-06-01,Delivered
2206,1545,97,Hair Serum,Beauty & Personal Care,Lakme,896.88,2,2025-02-14,Returned
2207,632,57,Air Fryer,Home & Kitchen,Pigeon,9153.62,1,2025-03-22,Delivered
2208,163,113,Yoga Mat,Sports & Fitness,Decathlon,5569.46,2,2025-12-09,Delivered
2209,34,103,Lipstick,Beauty & Personal Care,The Man Company,2092.61,1,2026-06-05,Returned
2210,1045,91,Face Wash,Beauty & Personal Care,The Man Company,2203.55,1,2026-07-02,Pending
2211,510,71,Bedsheet Set,Home & Kitchen,Pigeon,12222.14,1,2025-08-13,Delivered
2212,405,60,Table Lamp,Home & Kitchen,Pigeon,5704.57,1,2026-05-24,Cancelled
2213,1238,105,Lipstick,Beauty & Personal Care,Nivea,815.7,1,2026-01-22,Delivered
2214,636,125,Football,Sports & Fitness,Cosco,6779.98,2,2025-09-15,Delivered
2215,357,66,Induction Cooktop,Home & Kitchen,Cello,2620.44,1,2025-04-05,Delivered
2216,1969,33,Running Shoes,Fashion,Roadster,351.07,1,2025-05-25,Delivered
2217,930,105,Lipstick,Beauty & Personal Care,Nivea,564.76,3,2026-05-12,Delivered
2218,1209,40,Casual Sneakers,Fashion,Levis,3062.54,2,2026-04-10,Cancelled
2219,1504,83,Children's Story Book,Books,Penguin,775.35,2,2026-07-14,Returned
2220,819,119,Dumbbell Set 10kg,Sports & Fitness,Adidas,5027.79,1,2025-09-08,Delivered
2221,1877,4,Bluetooth Earbuds,Electronics,Xiaomi,27657.82,1,2026-01-25,Delivered
2222,101,65,Induction Cooktop,Home & Kitchen,Prestige,11662.96,2,2025-08-16,Delivered
2223,410,49,Mixer Grinder,Home & Kitchen,Havells,12693.62,1,2025-10-09,Delivered
2224,259,8,Smartwatch,Electronics,OnePlus,1193.18,1,2025-05-19,Delivered
2225,1337,120,Dumbbell Set 10kg,Sports & Fitness,Yonex,6522.63,1,2026-06-16,Delivered
2226,1530,79,Competitive Exam Guide,Books,Scholastic,766.07,1,2026-05-08,Returned
2227,1784,19,Bluetooth Speaker,Electronics,boAt,20220.26,1,2026-08-17,Delivered
2228,1663,39,Formal Shirt,Fashion,Allen Solly,4534.33,2,2026-06-19,Delivered
2229,68,112,Yoga Mat,Sports & Fitness,Nivia,4581.11,2,2025-10-02,Delivered
2230,328,35,Denim Jeans,Fashion,Van Heusen,1694.2,1,2026-01-03,Delivered
2231,1453,15,Laptop,Electronics,boAt,47057.25,1,2025-11-08,Cancelled
2232,64,125,Football,Sports & Fitness,Cosco,6953.62,1,2025-09-18,Shipped
2233,210,67,Wall Clock,Home & Kitchen,Cello,7372.42,1,2025-10-22,Delivered
2234,1921,9,Smartwatch,Electronics,boAt,58692.92,2,2025-09-16,Delivered
2235,270,22,Neckband Earphones,Electronics,Samsung,43067.14,1,2026-03-22,Delivered
2236,6,105,Lipstick,Beauty & Personal Care,Nivea,385.18,1,2025-08-03,Delivered
2237,984,75,Fiction Novel,Books,Bloomsbury,863.62,1,2026-02-26,Delivered
2238,1924,66,Induction Cooktop,Home & Kitchen,Cello,1785.58,1,2025-02-27,Delivered
2239,149,124,Football,Sports & Fitness,Nivia,4690.24,1,2025-11-12,Delivered
2240,27,127,Resistance Band Set,Sports & Fitness,Nivia,1534.86,1,2025-07-14,Delivered
2241,1988,108,Trimmer,Beauty & Personal Care,Lakme,351.48,1,2025-06-23,Delivered
2242,1979,86,Biography,Books,HarperCollins,848.99,2,2024-09-25,Delivered
2243,1480,51,Mixer Grinder,Home & Kitchen,Philips,6823.36,1,2024-05-12,Delivered
2244,389,48,Sunglasses,Fashion,Puma,4107.72,2,2025-02-18,Delivered
2245,1734,1,Smartphone,Electronics,Xiaomi,70350.98,1,2026-02-09,Delivered
2246,1536,107,Trimmer,Beauty & Personal Care,Plum,2184.1,2,2026-05-22,Delivered
2247,135,2,Smartphone,Electronics,Apple,62510.08,1,2026-04-21,Delivered
2248,1593,19,Bluetooth Speaker,Electronics,boAt,70948.34,1,2026-01-12,Pending
2249,1410,92,Face Wash,Beauty & Personal Care,Plum,360.1,1,2025-09-09,Shipped
2250,341,89,Business Book,Books,Bloomsbury,169.61,1,2026-03-13,Delivered
2251,524,19,Bluetooth Speaker,Electronics,boAt,50603.32,1,2024-02-27,Delivered
2252,710,21,Bluetooth Speaker,Electronics,Apple,65818.64,2,2025-08-31,Delivered
2253,1711,70,Bedsheet Set,Home & Kitchen,Bajaj,9407.49,1,2025-06-26,Delivered
2254,510,30,Women's Kurta,Fashion,Biba,4631.58,1,2025-10-09,Delivered
2255,969,3,Smartphone,Electronics,boAt,53233.63,3,2024-07-25,Cancelled
2256,1469,80,Competitive Exam Guide,Books,HarperCollins,204.51,1,2025-03-02,Delivered
2257,1559,39,Formal Shirt,Fashion,Allen Solly,1136.59,2,2025-07-14,Delivered
2258,429,42,Casual Sneakers,Fashion,Biba,3904.75,2,2026-03-28,Delivered
2259,1053,103,Lipstick,Beauty & Personal Care,The Man Company,1757.56,1,2025-07-19,Pending
2260,1524,114,Yoga Mat,Sports & Fitness,Adidas,3831.41,1,2024-01-10,Delivered
2261,323,87,Biography,Books,Bloomsbury,180.49,3,2025-10-12,Delivered
2262,896,53,Non-Stick Pan Set,Home & Kitchen,Pigeon,11302.63,2,2025-12-15,Delivered
2263,856,15,Laptop,Electronics,boAt,83981.62,1,2024-08-18,Delivered
2264,540,129,Resistance Band Set,Sports & Fitness,Yonex,6372.6,3,2026-03-05,Delivered
2265,1722,11,LED TV 43-inch,Electronics,boAt,45897.55,4,2025-06-11,Delivered
2266,1985,11,LED TV 43-inch,Electronics,boAt,88130.08,2,2024-10-04,Delivered
2267,1260,73,Fiction Novel,Books,Scholastic,878.09,1,2024-06-19,Delivered
2268,1754,100,Body Lotion,Beauty & Personal Care,The Man Company,1038.64,1,2026-04-11,Delivered
2269,1134,13,Laptop,Electronics,Sony,31386.59,2,2025-03-26,Delivered
2270,1348,104,Lipstick,Beauty & Personal Care,Dove,225.02,4,2025-05-04,Cancelled
2271,1377,38,Formal Shirt,Fashion,Levis,384.02,1,2026-07-01,Returned
2272,1389,70,Bedsheet Set,Home & Kitchen,Bajaj,4881.82,1,2025-06-12,Delivered
2273,1430,15,Laptop,Electronics,boAt,77827.05,1,2026-05-22,Delivered
2274,282,51,Mixer Grinder,Home & Kitchen,Philips,1268.09,2,2026-04-17,Delivered
2275,1528,87,Biography,Books,Bloomsbury,755.28,1,2024-05-16,Delivered
2276,1624,105,Lipstick,Beauty & Personal Care,Nivea,459.84,1,2026-02-09,Delivered
2277,1440,97,Hair Serum,Beauty & Personal Care,Lakme,2317.7,1,2026-01-13,Pending
2278,283,19,Bluetooth Speaker,Electronics,boAt,66794.79,1,2026-01-07,Delivered
2279,996,115,Cricket Bat,Sports & Fitness,Nivia,239.38,3,2026-02-13,Delivered
2280,100,14,Laptop,Electronics,Xiaomi,35887.67,1,2025-07-02,Delivered
2281,889,95,Sunscreen SPF50,Beauty & Personal Care,The Man Company,252.44,2,2026-02-22,Returned
2282,180,110,Perfume,Beauty & Personal Care,Lakme,774.06,1,2025-11-06,Delivered
2283,248,12,LED TV 43-inch,Electronics,JBL,53637.98,4,2024-10-06,Delivered
2284,1518,37,Formal Shirt,Fashion,Van Heusen,2013.73,1,2025-08-28,Delivered
2285,324,118,Dumbbell Set 10kg,Sports & Fitness,Decathlon,5346.44,1,2025-12-02,Delivered
2286,751,48,Sunglasses,Fashion,Puma,4854.13,1,2025-08-01,Delivered
2287,1093,35,Denim Jeans,Fashion,Van Heusen,4355.29,1,2025-06-09,Shipped
2288,1941,83,Children's Story Book,Books,Penguin,331.01,1,2025-10-31,Delivered
2289,1950,74,Fiction Novel,Books,HarperCollins,771.45,4,2025-12-23,Delivered
2290,585,58,Table Lamp,Home & Kitchen,Prestige,6799.88,1,2026-04-23,Delivered
2291,1150,100,Body Lotion,Beauty & Personal Care,The Man Company,966.47,1,2024-08-02,Delivered
2292,1816,73,Fiction Novel,Books,Scholastic,784.88,1,2026-02-27,Delivered
2293,1776,95,Sunscreen SPF50,Beauty & Personal Care,The Man Company,500.11,1,2026-08-12,Delivered
2294,645,4,Bluetooth Earbuds,Electronics,Xiaomi,21737.25,2,2026-04-12,Delivered
2295,861,80,Competitive Exam Guide,Books,HarperCollins,586.58,1,2026-02-28,Delivered
2296,920,40,Casual Sneakers,Fashion,Levis,3860.52,3,2026-03-13,Delivered
2297,269,17,Power Bank 10000mAh,Electronics,Samsung,33443.75,1,2024-12-06,Delivered
2298,1956,18,Power Bank 10000mAh,Electronics,Sony,40155.74,1,2025-02-04,Delivered
2299,185,25,Men's T-Shirt,Fashion,Allen Solly,1784.36,1,2025-06-04,Delivered
2300,1172,34,Denim Jeans,Fashion,H&M,1141.44,1,2024-04-24,Delivered
2301,1210,114,Yoga Mat,Sports & Fitness,Adidas,4055.74,1,2025-03-16,Delivered
2302,542,94,Sunscreen SPF50,Beauty & Personal Care,Mamaearth,651.42,1,2025-12-28,Delivered
2303,1924,120,Dumbbell Set 10kg,Sports & Fitness,Yonex,4166.97,1,2026-06-30,Delivered
2304,1173,102,Body Lotion,Beauty & Personal Care,Mamaearth,1170.61,2,2026-07-28,Delivered
2305,1472,55,Air Fryer,Home & Kitchen,Bajaj,5727.49,1,2025-05-20,Delivered
2306,482,127,Resistance Band Set,Sports & Fitness,Nivia,1993.13,1,2025-07-20,Delivered
2307,1121,96,Sunscreen SPF50,Beauty & Personal Care,Plum,1762.66,1,2026-05-18,Delivered
2308,498,123,Badminton Racket,Sports & Fitness,Decathlon,5962.44,2,2026-07-14,Delivered
2309,544,2,Smartphone,Electronics,Apple,72668.39,1,2024-12-28,Delivered
2310,53,111,Perfume,Beauty & Personal Care,Plum,1297.84,1,2025-10-09,Returned
2311,295,123,Badminton Racket,Sports & Fitness,Decathlon,1645.37,1,2025-12-03,Delivered
2312,1763,67,Wall Clock,Home & Kitchen,Cello,757.96,2,2025-05-20,Shipped
2313,660,42,Casual Sneakers,Fashion,Biba,4131.74,3,2024-12-24,Returned
2314,943,48,Sunglasses,Fashion,Puma,1512.95,1,2025-04-27,Shipped
2315,1274,41,Casual Sneakers,Fashion,Allen Solly,1351.02,1,2026-04-29,Delivered
2316,289,62,Water Bottle Set,Home & Kitchen,Pigeon,8995.63,1,2024-03-22,Delivered
2317,1411,17,Power Bank 10000mAh,Electronics,Samsung,38555.56,1,2026-07-09,Delivered
2318,359,76,Self-Help Book,Books,Bloomsbury,223.47,4,2025-08-12,Delivered
2319,145,39,Formal Shirt,Fashion,Allen Solly,4479.45,1,2025-10-10,Delivered
2320,679,22,Neckband Earphones,Electronics,Samsung,30079.41,1,2026-02-16,Delivered
2321,1837,114,Yoga Mat,Sports & Fitness,Adidas,2399.53,1,2025-11-11,Delivered
2322,143,57,Air Fryer,Home & Kitchen,Pigeon,1834.04,1,2026-07-01,Cancelled
2323,1616,63,Water Bottle Set,Home & Kitchen,Cello,2970.41,1,2025-02-05,Delivered
2324,886,39,Formal Shirt,Fashion,Allen Solly,4592.97,1,2026-07-12,Delivered
2325,448,107,Trimmer,Beauty & Personal Care,Plum,2232.75,1,2024-12-11,Shipped
2326,1956,77,Self-Help Book,Books,Scholastic,756.1,1,2025-05-15,Cancelled
2327,8,93,Face Wash,Beauty & Personal Care,Dove,272.05,1,2024-11-19,Delivered
2328,1259,129,Resistance Band Set,Sports & Fitness,Yonex,5612.81,1,2025-03-04,Delivered
2329,1491,122,Badminton Racket,Sports & Fitness,Yonex,5578.38,1,2026-02-19,Delivered
2330,1839,112,Yoga Mat,Sports & Fitness,Nivia,3417.05,2,2025-11-07,Delivered
2331,877,96,Sunscreen SPF50,Beauty & Personal Care,Plum,1486.56,1,2025-09-15,Shipped
2332,1701,11,LED TV 43-inch,Electronics,boAt,22662.84,1,2026-08-02,Cancelled
2333,1357,104,Lipstick,Beauty & Personal Care,Dove,2224.14,2,2026-06-21,Shipped
2334,1493,115,Cricket Bat,Sports & Fitness,Nivia,2016.41,1,2024-10-01,Delivered
2335,428,56,Air Fryer,Home & Kitchen,Prestige,12755.99,1,2025-01-22,Delivered
2336,993,72,Bedsheet Set,Home & Kitchen,Prestige,10985.95,1,2026-05-27,Delivered
2337,1227,110,Perfume,Beauty & Personal Care,Lakme,229.8,2,2026-04-14,Returned
2338,1667,73,Fiction Novel,Books,Scholastic,636.49,2,2025-09-12,Delivered
2339,1687,112,Yoga Mat,Sports & Fitness,Nivia,2215.87,1,2025-11-09,Delivered
2340,1998,98,Hair Serum,Beauty & Personal Care,Mamaearth,387.36,1,2026-06-19,Delivered
2341,1200,20,Bluetooth Speaker,Electronics,Xiaomi,59718.53,3,2025-12-11,Delivered
2342,591,59,Table Lamp,Home & Kitchen,Havells,3455.34,1,2025-10-30,Delivered
2343,1403,42,Casual Sneakers,Fashion,Biba,945.11,1,2025-06-25,Delivered
2344,1088,78,Self-Help Book,Books,HarperCollins,944.14,1,2025-12-11,Cancelled
2345,1903,88,Business Book,Books,Penguin,456.92,1,2025-10-31,Delivered
2346,1007,129,Resistance Band Set,Sports & Fitness,Yonex,3778.22,3,2024-04-29,Delivered
2347,923,124,Football,Sports & Fitness,Nivia,592.1,1,2025-08-18,Pending
2348,595,13,Laptop,Electronics,Sony,35089.24,1,2024-09-13,Delivered
2349,1430,95,Sunscreen SPF50,Beauty & Personal Care,The Man Company,1090.91,1,2025-12-23,Pending
2350,1228,70,Bedsheet Set,Home & Kitchen,Bajaj,5239.54,2,2025-08-26,Delivered
2351,878,69,Wall Clock,Home & Kitchen,Philips,7482.95,2,2026-02-24,Delivered
2352,1390,1,Smartphone,Electronics,Xiaomi,77182.39,2,2025-08-29,Delivered
2353,413,13,Laptop,Electronics,Sony,75674.43,1,2025-05-24,Returned
2354,855,34,Denim Jeans,Fashion,H&M,333.82,1,2026-04-04,Delivered
2355,653,105,Lipstick,Beauty & Personal Care,Nivea,2384.05,1,2025-12-28,Delivered
2356,1071,83,Children's Story Book,Books,Penguin,394.0,2,2026-05-11,Returned
2357,722,45,Handbag,Fashion,Allen Solly,1496.4,1,2026-05-31,Delivered
2358,108,87,Biography,Books,Bloomsbury,567.92,2,2026-01-06,Cancelled
2359,1753,15,Laptop,Electronics,boAt,32680.27,1,2025-12-12,Delivered
2360,666,66,Induction Cooktop,Home & Kitchen,Cello,11234.08,1,2024-12-04,Delivered
2361,1206,76,Self-Help Book,Books,Bloomsbury,103.44,2,2025-10-15,Cancelled
2362,413,110,Perfume,Beauty & Personal Care,Lakme,188.92,2,2025-08-21,Cancelled
2363,1681,17,Power Bank 10000mAh,Electronics,Samsung,41174.07,3,2026-05-18,Delivered
2364,94,77,Self-Help Book,Books,Scholastic,827.9,1,2026-03-24,Shipped
2365,1050,45,Handbag,Fashion,Allen Solly,511.54,1,2026-07-04,Delivered
2366,1108,58,Table Lamp,Home & Kitchen,Prestige,636.56,1,2025-10-15,Returned
2367,1530,4,Bluetooth Earbuds,Electronics,Xiaomi,52881.26,1,2024-11-03,Delivered
2368,1244,125,Football,Sports & Fitness,Cosco,6101.44,3,2025-07-13,Returned
2369,1798,70,Bedsheet Set,Home & Kitchen,Bajaj,4541.1,1,2025-07-22,Delivered
2370,430,70,Bedsheet Set,Home & Kitchen,Bajaj,6963.49,1,2025-04-16,Shipped
2371,951,97,Hair Serum,Beauty & Personal Care,Lakme,1915.71,1,2025-01-12,Pending
2372,1995,83,Children's Story Book,Books,Penguin,547.44,1,2026-06-23,Delivered
2373,515,87,Biography,Books,Bloomsbury,625.03,1,2025-11-25,Delivered
2374,288,111,Perfume,Beauty & Personal Care,Plum,151.56,2,2025-11-13,Delivered
2375,302,12,LED TV 43-inch,Electronics,JBL,72286.63,4,2025-11-09,Delivered
2376,1087,36,Denim Jeans,Fashion,Puma,1859.98,1,2026-02-25,Cancelled
2377,36,80,Competitive Exam Guide,Books,HarperCollins,237.21,1,2025-07-08,Delivered
2378,902,121,Badminton Racket,Sports & Fitness,Cosco,2141.78,1,2025-11-17,Delivered
2379,749,30,Women's Kurta,Fashion,Biba,3383.64,1,2026-05-19,Returned
2380,1512,41,Casual Sneakers,Fashion,Allen Solly,1245.89,1,2025-01-20,Delivered
2381,265,82,Children's Story Book,Books,Rupa Publications,807.04,1,2026-02-27,Delivered
2382,1054,28,Women's Kurta,Fashion,Levis,2980.59,1,2026-06-27,Delivered
2383,451,110,Perfume,Beauty & Personal Care,Lakme,222.15,1,2025-02-17,Delivered
2384,772,72,Bedsheet Set,Home & Kitchen,Prestige,2362.27,1,2025-12-19,Delivered
2385,1901,26,Men's T-Shirt,Fashion,Nike,4290.74,1,2025-08-12,Delivered
2386,787,55,Air Fryer,Home & Kitchen,Bajaj,8628.34,1,2025-05-19,Delivered
2387,761,24,Neckband Earphones,Electronics,Realme,42610.52,1,2024-09-23,Delivered
2388,301,93,Face Wash,Beauty & Personal Care,Dove,2080.0,1,2026-03-26,Delivered
2389,1124,6,Bluetooth Earbuds,Electronics,Sony,84072.93,3,2025-10-03,Delivered
2390,943,57,Air Fryer,Home & Kitchen,Pigeon,8584.48,1,2025-12-24,Delivered
2391,1938,39,Formal Shirt,Fashion,Allen Solly,4453.35,1,2025-09-24,Delivered
2392,1174,110,Perfume,Beauty & Personal Care,Lakme,892.44,1,2025-11-15,Cancelled
2393,1111,115,Cricket Bat,Sports & Fitness,Nivia,577.28,3,2025-10-25,Delivered
2394,955,83,Children's Story Book,Books,Penguin,731.94,1,2026-06-25,Cancelled
2395,862,81,Competitive Exam Guide,Books,Penguin,281.27,1,2025-07-28,Pending
2396,1800,11,LED TV 43-inch,Electronics,boAt,75993.97,2,2026-03-13,Delivered
2397,136,17,Power Bank 10000mAh,Electronics,Samsung,29379.18,1,2025-04-08,Delivered
2398,620,100,Body Lotion,Beauty & Personal Care,The Man Company,542.97,2,2025-04-22,Delivered
2399,540,114,Yoga Mat,Sports & Fitness,Adidas,2993.97,1,2025-09-04,Returned
2400,1966,103,Lipstick,Beauty & Personal Care,The Man Company,335.29,1,2025-04-04,Delivered
2401,223,8,Smartwatch,Electronics,OnePlus,57176.51,1,2024-10-19,Delivered
2402,1800,26,Men's T-Shirt,Fashion,Nike,1026.03,1,2026-02-09,Cancelled
2403,1072,26,Men's T-Shirt,Fashion,Nike,2699.49,1,2025-11-04,Cancelled
2404,1329,2,Smartphone,Electronics,Apple,82453.43,1,2026-02-21,Delivered
