review_id,order_id,user_id,product_id,rating,review_text,review_date
1675,3100,1038,100,5,Amazing value for money. Packaging was also very good.,2026-03-26
1676,3101,259,51,4,"Nice quality, delivery was a bit delayed but product is good.",2025-12-09
1677,3102,1347,41,4,"Good product overall, minor issues but satisfied with the purchase.",2024-10-16
1678,3104,808,82,5,Amazing value for money. Packaging was also very good.,2026-07-04
1679,3105,774,55,3,"It's okay, nothing special but does the job.",2026-04-24
1680,3106,587,29,4,"Decent product for the price, would recommend with minor caution.",2026-04-30
1681,3107,1364,88,3,"Average product, expected a bit more for this price.",2026-03-22
1682,3109,1318,56,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-09-03
1683,3110,617,72,4,"Good product overall, minor issues but satisfied with the purchase.",2026-02-08
1684,3114,809,120,2,"Not satisfied, quality is below expectations.",2026-05-04
1685,3115,864,124,5,Best in this price range. Will buy again from this brand.,2025-11-26
1686,3116,953,96,4,"Works well, matches the description. Happy with it.",2025-05-10
1687,3119,799,57,3,"It's okay, nothing special but does the job.",2026-03-03
1688,3120,793,85,2,"Product had minor defects, considering a return.",2026-03-21
1689,3123,1166,125,3,"It's okay, nothing special but does the job.",2025-06-30
1690,3127,242,64,1,"Worst experience, will not order this brand again.",2026-06-11
1691,3133,669,80,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-04-27
1692,3134,1581,89,2,"Not worth the price, expected better quality.",2025-12-16
1693,3135,624,23,4,"Works well, matches the description. Happy with it.",2024-04-06
1694,3136,1171,124,4,"Decent product for the price, would recommend with minor caution.",2025-09-18
1695,3137,1655,117,4,"Works well, matches the description. Happy with it.",2026-01-29
1696,3140,783,101,4,"Decent product for the price, would recommend with minor caution.",2025-10-22
1697,3141,1293,54,2,"Not satisfied, quality is below expectations.",2026-04-01
1698,3142,1549,104,2,"Product had minor defects, considering a return.",2026-01-29
1699,3144,1464,117,5,Best in this price range. Will buy again from this brand.,2026-05-16
1700,3148,1837,78,4,"Works well, matches the description. Happy with it.",2025-10-28
1701,3150,1731,14,2,"Not worth the price, expected better quality.",2025-12-30
1702,3153,1380,108,3,"Quality is average, packaging could have been better.",2026-01-18
1703,3156,1083,107,5,Best in this price range. Will buy again from this brand.,2026-03-27
1704,3159,1824,96,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-07-05
1705,3160,1158,105,4,"Good product overall, minor issues but satisfied with the purchase.",2026-04-12
1706,3162,897,32,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-03-14
1707,3164,589,50,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-01-02
1708,3167,1996,1,3,Product is fine but delivery took longer than expected.,2025-09-08
1709,3171,589,88,1,"Very disappointed, product stopped working within days.",2025-09-09
1710,3173,1853,2,1,"Poor quality, does not match the images shown online.",2025-02-22
1711,3174,620,94,4,"Good product overall, minor issues but satisfied with the purchase.",2026-06-15
1712,3175,1989,115,2,Delivery was late and product quality is average at best.,2026-06-06
1713,3177,985,24,4,"Works well, matches the description. Happy with it.",2026-05-26
1714,3178,822,54,2,"Not satisfied, quality is below expectations.",2026-06-18
1715,3180,1693,20,3,"Average product, expected a bit more for this price.",2026-02-22
1716,3182,1183,30,3,"Quality is average, packaging could have been better.",2026-04-04
1717,3187,1349,18,2,"Not satisfied, quality is below expectations.",2026-03-21
1718,3188,270,82,5,Amazing value for money. Packaging was also very good.,2026-03-29
1719,3190,1778,124,4,"Decent product for the price, would recommend with minor caution.",2026-05-08
1720,3191,1112,49,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-05-17
1721,3192,1951,61,4,"Nice quality, delivery was a bit delayed but product is good.",2025-08-02
1722,3194,315,103,2,"Not satisfied, quality is below expectations.",2024-12-26
1723,3195,701,26,4,"Good product overall, minor issues but satisfied with the purchase.",2025-08-10
1724,3197,1371,34,3,"Average product, expected a bit more for this price.",2025-12-05
1725,3198,1738,91,4,"Decent product for the price, would recommend with minor caution.",2025-09-20
1726,3199,1158,69,3,"Average product, expected a bit more for this price.",2026-01-11
1727,3208,890,119,1,"Worst experience, will not order this brand again.",2025-12-31
1728,3209,392,51,3,"It's okay, nothing special but does the job.",2025-11-08
1729,3211,226,104,4,"Works well, matches the description. Happy with it.",2025-04-08
1730,3212,1062,12,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-03-27
1731,3215,1163,17,3,Product is fine but delivery took longer than expected.,2025-10-25
1732,3217,1707,94,2,Delivery was late and product quality is average at best.,2024-08-31
1733,3218,845,60,4,"Good product overall, minor issues but satisfied with the purchase.",2026-02-09
1734,3219,550,16,5,Best in this price range. Will buy again from this brand.,2026-05-04
1735,3220,496,30,4,"Works well, matches the description. Happy with it.",2026-06-26
1736,3221,637,67,1,"Received a damaged item, requesting refund immediately.",2026-04-26
1737,3222,1986,3,3,Product is fine but delivery took longer than expected.,2026-02-07
1738,3224,559,79,5,Amazing value for money. Packaging was also very good.,2025-07-16
1739,3226,986,22,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-02-13
1740,3227,1618,42,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-04-17
1741,3228,825,11,2,"Not worth the price, expected better quality.",2025-03-29
1742,3229,1177,15,4,"Good product overall, minor issues but satisfied with the purchase.",2024-06-17
1743,3233,1483,16,4,"Nice quality, delivery was a bit delayed but product is good.",2025-12-26
1744,3235,1177,5,2,Delivery was late and product quality is average at best.,2025-05-26
1745,3238,1692,57,3,"Average product, expected a bit more for this price.",2025-08-22
1746,3239,698,54,1,"Worst experience, will not order this brand again.",2025-01-13
1747,3240,208,40,5,Best in this price range. Will buy again from this brand.,2026-03-24
1748,3241,1298,96,1,"Worst experience, will not order this brand again.",2025-09-30
1749,3243,1683,25,4,"Nice quality, delivery was a bit delayed but product is good.",2024-08-25
1750,3245,1299,14,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-08-07
1751,3247,321,96,4,"Decent product for the price, would recommend with minor caution.",2025-04-29
1752,3248,1641,125,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-02-20
1753,3250,1494,66,2,Delivery was late and product quality is average at best.,2025-12-15
1754,3255,1099,111,2,Delivery was late and product quality is average at best.,2025-12-05
1755,3256,2,19,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-07-10
1756,3257,1244,99,3,"It's okay, nothing special but does the job.",2025-09-29
1757,3258,1220,20,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-10-13
1758,3260,162,107,4,"Nice quality, delivery was a bit delayed but product is good.",2026-07-22
1759,3261,1229,129,4,"Nice quality, delivery was a bit delayed but product is good.",2025-12-08
1760,3263,1072,122,4,"Decent product for the price, would recommend with minor caution.",2025-08-28
1761,3267,1464,1,1,"Received a damaged item, requesting refund immediately.",2025-08-04
1762,3268,1370,75,2,"Not satisfied, quality is below expectations.",2026-05-26
1763,3270,1600,57,5,Amazing value for money. Packaging was also very good.,2026-01-12
1764,3275,624,12,3,"It's okay, nothing special but does the job.",2025-05-01
1765,3276,824,78,5,Amazing value for money. Packaging was also very good.,2024-11-27
1766,3277,1877,113,4,"Decent product for the price, would recommend with minor caution.",2025-10-30
1767,3278,67,89,3,"Average product, expected a bit more for this price.",2024-09-07
1768,3279,1579,123,4,"Good product overall, minor issues but satisfied with the purchase.",2025-07-22
1769,3281,221,124,1,"Very disappointed, product stopped working within days.",2025-10-21
1770,3283,658,88,5,Best in this price range. Will buy again from this brand.,2025-11-04
1771,3284,1525,54,2,"Product had minor defects, considering a return.",2026-01-10
1772,3285,486,123,4,"Works well, matches the description. Happy with it.",2025-08-24
1773,3286,28,73,4,"Works well, matches the description. Happy with it.",2024-11-21
1774,3287,57,75,3,"It's okay, nothing special but does the job.",2026-05-27
1775,3288,1919,126,4,"Decent product for the price, would recommend with minor caution.",2025-03-25
1776,3289,1164,106,3,Product is fine but delivery took longer than expected.,2025-10-08
1777,3290,313,128,5,Best in this price range. Will buy again from this brand.,2025-08-16
1778,3291,1636,87,3,"It's okay, nothing special but does the job.",2026-04-11
1779,3294,1953,93,2,"Not worth the price, expected better quality.",2024-07-12
1780,3295,90,27,4,"Nice quality, delivery was a bit delayed but product is good.",2026-03-11
1781,3296,1766,4,4,"Works well, matches the description. Happy with it.",2025-08-16
1782,3298,602,125,3,"It's okay, nothing special but does the job.",2026-02-13
1783,3299,1638,84,3,Product is fine but delivery took longer than expected.,2026-06-05
1784,3300,1130,73,2,"Not satisfied, quality is below expectations.",2026-02-28
1785,3301,1637,39,3,"It's okay, nothing special but does the job.",2026-06-23
1786,3302,1484,119,4,"Works well, matches the description. Happy with it.",2026-05-03
1787,3303,464,29,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-05-18
1788,3304,1391,32,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-06-07
1789,3305,510,105,4,"Nice quality, delivery was a bit delayed but product is good.",2025-12-12
1790,3306,1907,24,2,"Product had minor defects, considering a return.",2026-01-29
1791,3309,1131,55,2,"Not satisfied, quality is below expectations.",2025-12-01
1792,3311,1757,27,4,"Nice quality, delivery was a bit delayed but product is good.",2026-08-17
1793,3312,176,60,3,"Quality is average, packaging could have been better.",2025-12-16
1794,3315,929,129,3,"Quality is average, packaging could have been better.",2026-06-15
1795,3317,257,118,4,"Good product overall, minor issues but satisfied with the purchase.",2026-08-11
1796,3320,219,101,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-12-23
1797,3323,1140,102,4,"Works well, matches the description. Happy with it.",2025-09-29
1798,3326,903,103,4,"Good product overall, minor issues but satisfied with the purchase.",2025-09-08
1799,3332,152,109,4,"Works well, matches the description. Happy with it.",2025-06-27
1800,3334,1660,109,5,Amazing value for money. Packaging was also very good.,2025-04-19
1801,3335,1356,105,3,"It's okay, nothing special but does the job.",2025-08-22
1802,3336,332,123,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-07-24
1803,3337,480,1,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-07-14
1804,3338,1423,47,4,"Nice quality, delivery was a bit delayed but product is good.",2026-02-23
1805,3339,1474,29,4,"Decent product for the price, would recommend with minor caution.",2025-05-16
1806,3342,1881,90,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-12-05
1807,3344,929,21,2,Delivery was late and product quality is average at best.,2026-06-02
1808,3346,882,26,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-12-24
1809,3348,1662,49,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-04-09
1810,3349,620,115,5,Amazing value for money. Packaging was also very good.,2025-06-01
1811,3351,1470,34,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-12-13
1812,3353,660,15,5,Amazing value for money. Packaging was also very good.,2024-08-21
1813,3354,110,21,3,"It's okay, nothing special but does the job.",2026-08-17
1814,3355,1579,22,2,"Not worth the price, expected better quality.",2026-01-14
1815,3357,1530,21,5,Amazing value for money. Packaging was also very good.,2025-11-06
1816,3358,97,36,2,Delivery was late and product quality is average at best.,2026-05-04
1817,3359,1364,14,2,"Not worth the price, expected better quality.",2026-06-19
1818,3362,955,63,1,"Very disappointed, product stopped working within days.",2026-05-23
1819,3365,168,102,4,"Works well, matches the description. Happy with it.",2025-09-07
1820,3366,1307,58,5,Amazing value for money. Packaging was also very good.,2025-11-03
1821,3367,1566,112,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-08-25
1822,3370,704,39,2,"Not satisfied, quality is below expectations.",2024-09-14
1823,3371,931,98,5,Amazing value for money. Packaging was also very good.,2026-05-19
1824,3372,1240,83,2,Delivery was late and product quality is average at best.,2026-03-14
1825,3373,379,107,5,Best in this price range. Will buy again from this brand.,2026-04-30
1826,3374,571,64,5,Best in this price range. Will buy again from this brand.,2026-02-02
1827,3375,1441,112,2,Delivery was late and product quality is average at best.,2026-01-03
1828,3376,153,57,5,Best in this price range. Will buy again from this brand.,2025-03-20
1829,3377,1450,128,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-09-30
1830,3385,1632,92,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-03-26
1831,3386,710,38,2,Delivery was late and product quality is average at best.,2024-05-20
1832,3387,151,56,5,Best in this price range. Will buy again from this brand.,2026-04-20
1833,3389,949,27,4,"Works well, matches the description. Happy with it.",2026-03-21
1834,3392,1975,36,2,"Product had minor defects, considering a return.",2025-08-10
1835,3393,1771,29,5,Best in this price range. Will buy again from this brand.,2024-10-21
1836,3394,1075,44,2,"Not worth the price, expected better quality.",2024-11-26
1837,3395,724,90,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-05-11
1838,3396,132,6,3,"Quality is average, packaging could have been better.",2025-10-28
1839,3399,1498,91,4,"Nice quality, delivery was a bit delayed but product is good.",2026-01-10
1840,3401,1102,33,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-02-01
1841,3402,98,108,1,"Very disappointed, product stopped working within days.",2023-12-23
1842,3403,660,60,4,"Nice quality, delivery was a bit delayed but product is good.",2024-06-01
1843,3408,1385,64,3,Product is fine but delivery took longer than expected.,2025-03-11
1844,3409,1864,5,4,"Decent product for the price, would recommend with minor caution.",2026-04-19
1845,3410,951,74,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-01-25
1846,3411,205,25,3,"Quality is average, packaging could have been better.",2025-03-29
1847,3412,846,44,3,Product is fine but delivery took longer than expected.,2026-03-06
1848,3415,676,85,5,Best in this price range. Will buy again from this brand.,2026-03-06
1849,3416,273,13,4,"Works well, matches the description. Happy with it.",2025-11-26
1850,3417,934,78,3,Product is fine but delivery took longer than expected.,2025-11-19
1851,3419,1529,51,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-03-29
1852,3425,1821,80,2,"Not worth the price, expected better quality.",2026-03-09
1853,3426,1829,85,4,"Works well, matches the description. Happy with it.",2025-05-21
1854,3427,747,47,2,"Not satisfied, quality is below expectations.",2025-10-18
1855,3428,834,114,1,"Received a damaged item, requesting refund immediately.",2025-06-29
1856,3432,1828,119,3,"Quality is average, packaging could have been better.",2026-03-12
1857,3433,1799,43,2,Delivery was late and product quality is average at best.,2025-04-10
1858,3434,1453,97,4,"Decent product for the price, would recommend with minor caution.",2025-08-23
1859,3435,940,19,5,Amazing value for money. Packaging was also very good.,2025-06-26
1860,3437,800,30,5,Best in this price range. Will buy again from this brand.,2026-04-17
1861,3439,1426,57,3,Product is fine but delivery took longer than expected.,2026-01-25
1862,3440,1807,91,2,"Product had minor defects, considering a return.",2025-08-30
1863,3441,1317,102,4,"Works well, matches the description. Happy with it.",2026-06-17
1864,3442,529,120,3,"Average product, expected a bit more for this price.",2026-01-31
1865,3443,1837,2,5,Best in this price range. Will buy again from this brand.,2025-11-12
1866,3444,1193,77,3,"Average product, expected a bit more for this price.",2026-07-06
1867,3445,1316,80,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-12-07
1868,3448,1164,8,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-08-23
1869,3454,907,26,5,Best in this price range. Will buy again from this brand.,2025-11-18
1870,3456,1008,100,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-04-08
1871,3457,1458,73,4,"Good product overall, minor issues but satisfied with the purchase.",2025-08-14
1872,3460,1400,51,2,"Not satisfied, quality is below expectations.",2026-04-19
1873,3461,1456,73,3,"Quality is average, packaging could have been better.",2026-03-01
1874,3462,110,33,4,"Decent product for the price, would recommend with minor caution.",2026-08-17
1875,3463,869,85,4,"Decent product for the price, would recommend with minor caution.",2026-02-17
1876,3468,303,4,1,"Received a damaged item, requesting refund immediately.",2025-07-29
1877,3469,830,44,4,"Decent product for the price, would recommend with minor caution.",2025-06-14
1878,3470,486,7,2,"Not satisfied, quality is below expectations.",2025-11-23
1879,3471,1424,2,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-01-08
1880,3472,1925,86,4,"Decent product for the price, would recommend with minor caution.",2025-04-02
1881,3473,682,128,1,"Poor quality, does not match the images shown online.",2025-06-22
1882,3475,393,16,2,"Product had minor defects, considering a return.",2025-09-28
1883,3478,1405,114,5,Amazing value for money. Packaging was also very good.,2025-02-10
1884,3479,214,10,3,Product is fine but delivery took longer than expected.,2026-08-07
1885,3480,1880,88,4,"Works well, matches the description. Happy with it.",2026-02-08
1886,3481,1197,65,2,Delivery was late and product quality is average at best.,2026-03-17
1887,3484,1517,97,4,"Works well, matches the description. Happy with it.",2025-10-27
1888,3485,1742,123,4,"Nice quality, delivery was a bit delayed but product is good.",2025-08-27
1889,3486,1774,33,5,Superb quality and fast delivery. Highly recommend to everyone.,2024-04-25
1890,3494,1423,88,4,"Works well, matches the description. Happy with it.",2025-10-30
1891,3496,905,70,5,"Excellent product, exactly as described. Very happy with the purchase.",2024-06-30
1892,3497,1777,23,2,"Not satisfied, quality is below expectations.",2024-07-27
1893,3498,930,40,4,"Nice quality, delivery was a bit delayed but product is good.",2026-06-06
1894,3499,1630,38,4,"Good product overall, minor issues but satisfied with the purchase.",2025-10-24
1895,3500,1319,66,4,"Nice quality, delivery was a bit delayed but product is good.",2026-01-24
1896,3501,1773,109,4,"Decent product for the price, would recommend with minor caution.",2025-08-09
1897,3502,1112,52,4,"Decent product for the price, would recommend with minor caution.",2025-08-22
1898,3503,775,121,5,Best in this price range. Will buy again from this brand.,2025-03-10
1899,3504,132,49,4,"Works well, matches the description. Happy with it.",2024-09-13
1900,3507,1140,6,4,"Good product overall, minor issues but satisfied with the purchase.",2025-12-02
1901,3508,966,103,5,Amazing value for money. Packaging was also very good.,2025-02-06
1902,3510,120,109,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-09-04
1903,3511,1223,39,4,"Works well, matches the description. Happy with it.",2026-04-02
1904,3513,105,14,5,Amazing value for money. Packaging was also very good.,2025-12-13
1905,3514,58,4,3,"It's okay, nothing special but does the job.",2025-12-28
1906,3515,1158,59,5,Best in this price range. Will buy again from this brand.,2026-02-08
1907,3516,25,45,4,"Good product overall, minor issues but satisfied with the purchase.",2026-07-12
1908,3517,1279,122,2,Delivery was late and product quality is average at best.,2026-02-10
1909,3518,1360,86,4,"Nice quality, delivery was a bit delayed but product is good.",2026-03-24
1910,3519,1219,116,5,Amazing value for money. Packaging was also very good.,2026-03-25
1911,3520,710,67,5,"Excellent product, exactly as described. Very happy with the purchase.",2024-09-27
1912,3521,829,90,3,"Average product, expected a bit more for this price.",2025-02-13
1913,3522,1928,94,4,"Decent product for the price, would recommend with minor caution.",2026-02-14
1914,3524,810,115,2,"Not satisfied, quality is below expectations.",2026-01-16
1915,3525,772,2,5,Best in this price range. Will buy again from this brand.,2026-02-01
1916,3527,1067,101,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-08-14
1917,3528,1254,55,5,Best in this price range. Will buy again from this brand.,2025-02-06
1918,3529,351,12,3,Product is fine but delivery took longer than expected.,2025-02-20
1919,3531,650,28,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-06-18
1920,3533,513,109,4,"Decent product for the price, would recommend with minor caution.",2025-05-31
1921,3534,1489,57,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-03-29
1922,3535,1182,54,4,"Works well, matches the description. Happy with it.",2025-12-03
1923,3536,407,3,5,Best in this price range. Will buy again from this brand.,2026-06-23
1924,3543,1627,21,2,Delivery was late and product quality is average at best.,2026-04-10
1925,3545,371,110,3,"Quality is average, packaging could have been better.",2026-01-27
1926,3548,1881,55,2,Delivery was late and product quality is average at best.,2025-11-09
1927,3550,132,54,5,Best in this price range. Will buy again from this brand.,2026-07-12
1928,3552,981,109,5,Amazing value for money. Packaging was also very good.,2025-10-18
1929,3556,72,34,5,Superb quality and fast delivery. Highly recommend to everyone.,2024-09-03
1930,3557,109,46,3,"It's okay, nothing special but does the job.",2026-01-01
1931,3560,267,54,1,"Poor quality, does not match the images shown online.",2025-11-08
1932,3561,381,125,2,"Not satisfied, quality is below expectations.",2025-09-20
1933,3562,853,77,5,Superb quality and fast delivery. Highly recommend to everyone.,2024-06-01
1934,3565,694,44,4,"Nice quality, delivery was a bit delayed but product is good.",2026-08-17
1935,3566,887,81,2,"Not worth the price, expected better quality.",2025-10-09
1936,3567,1889,80,1,"Worst experience, will not order this brand again.",2026-01-05
1937,3568,1419,74,3,"It's okay, nothing special but does the job.",2026-03-09
1938,3570,1138,118,1,"Worst experience, will not order this brand again.",2026-03-30
1939,3571,430,5,4,"Good product overall, minor issues but satisfied with the purchase.",2026-01-13
1940,3572,894,33,2,"Not satisfied, quality is below expectations.",2026-07-03
1941,3573,1117,87,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-08-19
1942,3575,920,69,2,"Not satisfied, quality is below expectations.",2025-09-30
1943,3577,1666,95,3,"Quality is average, packaging could have been better.",2026-03-30
1944,3578,396,34,3,Product is fine but delivery took longer than expected.,2026-05-31
1945,3580,731,121,3,"It's okay, nothing special but does the job.",2025-12-25
1946,3583,1564,85,5,Best in this price range. Will buy again from this brand.,2026-04-23
1947,3585,939,27,5,Amazing value for money. Packaging was also very good.,2025-12-09
1948,3588,1790,3,3,Product is fine but delivery took longer than expected.,2025-04-12
1949,3593,1194,72,4,"Nice quality, delivery was a bit delayed but product is good.",2026-03-16
1950,3595,97,63,1,"Very disappointed, product stopped working within days.",2026-05-17
1951,3596,1478,128,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-05-28
1952,3597,459,109,1,"Received a damaged item, requesting refund immediately.",2025-01-20
1953,3599,750,53,4,"Decent product for the price, would recommend with minor caution.",2026-02-26
1954,3600,827,116,1,"Received a damaged item, requesting refund immediately.",2026-08-17
1955,3601,653,94,5,Best in this price range. Will buy again from this brand.,2026-05-13
1956,3602,1428,76,4,"Decent product for the price, would recommend with minor caution.",2026-04-29
1957,3604,492,100,4,"Good product overall, minor issues but satisfied with the purchase.",2025-12-16
1958,3605,235,74,5,Best in this price range. Will buy again from this brand.,2026-01-29
1959,3606,1930,34,4,"Nice quality, delivery was a bit delayed but product is good.",2026-06-11
1960,3607,1657,117,3,"It's okay, nothing special but does the job.",2026-05-20
1961,3609,1250,48,3,"Quality is average, packaging could have been better.",2025-11-18
1962,3610,605,82,5,Best in this price range. Will buy again from this brand.,2026-01-03
1963,3611,1653,99,4,"Nice quality, delivery was a bit delayed but product is good.",2026-04-07
1964,3614,1512,74,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-07-27
1965,3616,514,23,5,Best in this price range. Will buy again from this brand.,2025-12-23
1966,3617,1701,123,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-07-29
1967,3619,1866,40,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-11-26
1968,3621,478,129,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-01-31
1969,3622,1231,111,4,"Nice quality, delivery was a bit delayed but product is good.",2026-01-29
1970,3623,852,127,2,"Product had minor defects, considering a return.",2024-06-23
1971,3626,71,13,5,Best in this price range. Will buy again from this brand.,2024-10-05
1972,3628,1689,10,2,Delivery was late and product quality is average at best.,2025-10-01
1973,3631,1458,18,2,"Not worth the price, expected better quality.",2026-04-11
1974,3634,47,64,2,"Not satisfied, quality is below expectations.",2026-01-30
1975,3636,707,127,3,"Quality is average, packaging could have been better.",2025-04-07
1976,3637,1449,118,5,Amazing value for money. Packaging was also very good.,2026-03-22
1977,3639,1032,24,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-01-07
1978,3641,1556,98,1,"Received a damaged item, requesting refund immediately.",2026-03-18
1979,3644,281,64,4,"Works well, matches the description. Happy with it.",2026-07-02
1980,3645,222,82,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-01-21
1981,3646,1015,17,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-04-01
1982,3648,692,126,2,Delivery was late and product quality is average at best.,2026-04-08
1983,3649,1078,44,4,"Decent product for the price, would recommend with minor caution.",2025-09-12
1984,3653,862,55,1,"Poor quality, does not match the images shown online.",2026-02-17
1985,3654,1539,127,2,"Not satisfied, quality is below expectations.",2025-01-02
1986,3656,529,106,5,Amazing value for money. Packaging was also very good.,2025-12-24
1987,3658,545,60,5,"Excellent product, exactly as described. Very happy with the purchase.",2024-07-17
1988,3660,77,78,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-05-27
1989,3662,1457,98,1,"Worst experience, will not order this brand again.",2024-12-12
1990,3663,243,8,3,"Average product, expected a bit more for this price.",2026-01-08
1991,3664,1058,103,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-10-25
1992,3667,1932,60,4,"Decent product for the price, would recommend with minor caution.",2026-02-01
1993,3669,1736,106,5,Amazing value for money. Packaging was also very good.,2025-09-20
1994,3674,1087,15,4,"Decent product for the price, would recommend with minor caution.",2026-02-20
1995,3675,924,50,4,"Nice quality, delivery was a bit delayed but product is good.",2024-01-17
1996,3676,175,93,4,"Decent product for the price, would recommend with minor caution.",2025-06-13
1997,3678,493,65,3,"Average product, expected a bit more for this price.",2025-07-30
1998,3683,1425,91,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-12-25
1999,3684,1026,29,1,"Received a damaged item, requesting refund immediately.",2024-01-14
2000,3686,945,73,4,"Nice quality, delivery was a bit delayed but product is good.",2025-10-01
2001,3688,866,125,1,"Poor quality, does not match the images shown online.",2025-02-11
2002,3690,257,73,4,"Decent product for the price, would recommend with minor caution.",2026-08-17
2003,3693,591,63,3,"It's okay, nothing special but does the job.",2025-11-16
2004,3694,1817,52,5,Amazing value for money. Packaging was also very good.,2026-02-20
2005,3696,1351,36,3,"It's okay, nothing special but does the job.",2024-11-26
2006,3697,935,121,2,"Product had minor defects, considering a return.",2026-05-24
2007,3699,1966,72,2,"Not satisfied, quality is below expectations.",2025-04-27
2008,3700,1491,30,5,"Excellent product, exactly as described. Very happy with the purchase.",2025-09-30
2009,3701,822,98,1,"Poor quality, does not match the images shown online.",2025-01-30
2010,3702,1194,62,4,"Nice quality, delivery was a bit delayed but product is good.",2026-03-29
2011,3704,1666,87,5,"Excellent product, exactly as described. Very happy with the purchase.",2026-02-03
2012,3705,1478,75,3,"It's okay, nothing special but does the job.",2025-12-04
2013,3708,64,42,4,"Good product overall, minor issues but satisfied with the purchase.",2025-09-15
2014,3711,740,105,4,"Nice quality, delivery was a bit delayed but product is good.",2025-07-03
2015,3714,1591,107,2,Delivery was late and product quality is average at best.,2026-08-17
2016,3718,361,89,4,"Decent product for the price, would recommend with minor caution.",2025-10-28
2017,3719,1769,88,3,"Average product, expected a bit more for this price.",2025-02-07
2018,3720,810,71,5,Best in this price range. Will buy again from this brand.,2025-05-02
2019,3721,211,70,4,"Good product overall, minor issues but satisfied with the purchase.",2025-07-01
2020,3722,1884,50,4,"Good product overall, minor issues but satisfied with the purchase.",2026-02-15
2021,3723,125,102,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-02-25
2022,3724,257,66,4,"Works well, matches the description. Happy with it.",2026-08-17
2023,3725,908,3,2,"Product had minor defects, considering a return.",2024-12-13
2024,3727,687,88,3,"Average product, expected a bit more for this price.",2024-07-02
2025,3728,1526,33,4,"Good product overall, minor issues but satisfied with the purchase.",2026-01-11
2026,3731,890,34,4,"Good product overall, minor issues but satisfied with the purchase.",2025-06-19
2027,3734,73,121,2,"Not worth the price, expected better quality.",2026-06-25
2028,3736,70,3,1,"Received a damaged item, requesting refund immediately.",2026-04-18
2029,3737,403,54,4,"Good product overall, minor issues but satisfied with the purchase.",2026-08-07
2030,3740,1315,30,5,Superb quality and fast delivery. Highly recommend to everyone.,2025-11-08
2031,3743,1622,41,2,"Not satisfied, quality is below expectations.",2024-12-19
2032,3745,878,53,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-03-02
2033,3747,960,56,2,"Not satisfied, quality is below expectations.",2026-04-24
2034,3748,488,96,5,"Excellent product, exactly as described. Very happy with the purchase.",2024-10-18
2035,3749,708,21,5,Superb quality and fast delivery. Highly recommend to everyone.,2026-02-19
2036,3750,24,112,3,"Average product, expected a bit more for this price.",2025-05-28
